Tray location,Substrate,Date of measurement,Height (cm)
23c7,soil,12/7/2015,2.5
23c8,soil,12/7/2015,1.0
23c9,soil,12/7/2015,NA
23d1,soil,12/7/2015,NA
23d10,soil,12/7/2015,7.0
23d2,soil,12/7/2015,4.0
23d3,soil,12/7/2015,NA
23d4,soil,12/7/2015,1.5
23d5,soil,12/7/2015,NA
23d6,soil,12/7/2015,NA
23d7,soil,12/7/2015,NA
23d8,soil,12/7/2015,1.0
23d9,soil,12/7/2015,0.5
23e1,soil,12/7/2015,NA
23e10,soil,12/7/2015,NA
23e2,soil,12/7/2015,NA
23e3,soil,12/7/2015,1.5
23e4,soil,12/7/2015,1.0
23e5,soil,12/7/2015,NA
23e6,soil,12/7/2015,NA
23e7,soil,12/7/2015,NA
23e8,soil,12/7/2015,1.0
23e9,soil,12/7/2015,0.5
23f1,soil,12/7/2015,NA
23f2,soil,12/7/2015,0.5
23f3,soil,12/7/2015,3.0
23f4,soil,12/7/2015,1.0
23f5,soil,12/7/2015,NA
23f6,soil,12/7/2015,2.0
23f7,soil,12/7/2015,2.0
23f8,soil,12/7/2015,1.5
23f9,soil,12/7/2015,0.5
24a10,soil,12/7/2015,NA
24a2,soil,12/7/2015,NA
24a3,soil,12/7/2015,2.5
24a4,soil,12/7/2015,2.0
24a5,soil,12/7/2015,NA
24a6,soil,12/7/2015,NA
24a7,soil,12/7/2015,3.0
24a8,soil,12/7/2015,2.0
24a9,soil,12/7/2015,1.5
24b10,soil,12/7/2015,7.5
24b2,soil,12/7/2015,4.5
24b3,soil,12/7/2015,NA
24b4,soil,12/7/2015,2.0
24b5,soil,12/7/2015,NA
24b6,soil,12/7/2015,NA
24b7,soil,12/7/2015,1.5
24b8,soil,12/7/2015,NA
24b9,soil,12/7/2015,1.0
24c10,soil,12/7/2015,NA
24c2,soil,12/7/2015,4.5
24c3,soil,12/7/2015,NA
24c4,soil,12/7/2015,1.5
24c5,soil,12/7/2015,NA
24c6,soil,12/7/2015,NA
24c7,soil,12/7/2015,3.5
24c8,soil,12/7/2015,1.5
24c9,soil,12/7/2015,1.0
24d1,soil,12/7/2015,NA
24d10,soil,12/7/2015,7.0
24d2,soil,12/7/2015,NA
24d3,soil,12/7/2015,3.0
24d4,soil,12/7/2015,1.0
24d5,soil,12/7/2015,NA
24d6,soil,12/7/2015,NA
24d7,soil,12/7/2015,NA
24d8,soil,12/7/2015,NA
24d9,soil,12/7/2015,0.5
24e1,soil,12/7/2015,NA
24e10,soil,12/7/2015,7.0
24e2,soil,12/7/2015,3.0
24e3,soil,12/7/2015,NA
24e4,soil,12/7/2015,1.0
24e5,soil,12/7/2015,NA
24e6,soil,12/7/2015,NA
24e7,soil,12/7/2015,NA
24e8,soil,12/7/2015,1.5
24e9,soil,12/7/2015,0.5
24f1,soil,12/7/2015,NA
24f2,soil,12/7/2015,NA
24f3,soil,12/7/2015,1.5
24f4,soil,12/7/2015,NA
24f5,soil,12/7/2015,NA
24f6,soil,12/7/2015,2.5
24f7,soil,12/7/2015,NA
24f8,soil,12/7/2015,1.0
24f9,soil,12/7/2015,0.5
25a10,soil,12/7/2015,2.0
25a11,soil,12/7/2015,NA
25a12,soil,12/7/2015,NA
25a2,soil,12/7/2015,NA
25a3,soil,12/7/2015,NA
25a4,soil,12/7/2015,NA
25a5,soil,12/7/2015,NA
25a6,soil,12/7/2015,NA
25a7,soil,12/7/2015,NA
25a8,soil,12/7/2015,0.5
25a9,soil,12/7/2015,2.0
25b10,soil,12/7/2015,1.0
25b11,soil,12/7/2015,NA
25b12,soil,12/7/2015,NA
25b2,soil,12/7/2015,NA
25b3,soil,12/7/2015,NA
25b4,soil,12/7/2015,NA
25b5,soil,12/7/2015,NA
25b6,soil,12/7/2015,NA
25b7,soil,12/7/2015,NA
25b8,soil,12/7/2015,NA
25b9,soil,12/7/2015,2.0
25c10,soil,12/7/2015,0.0
25c11,soil,12/7/2015,1.5
25c2,soil,12/7/2015,NA
25c3,soil,12/7/2015,NA
25c4,soil,12/7/2015,NA
25c5,soil,12/7/2015,NA
25c6,soil,12/7/2015,NA
25c7,soil,12/7/2015,NA
25c8,soil,12/7/2015,NA
25c9,soil,12/7/2015,3.0
25d1,soil,12/7/2015,NA
25d10,soil,12/7/2015,2.5
25d11,soil,12/7/2015,1.5
25d2,soil,12/7/2015,NA
25d3,soil,12/7/2015,0.0
25d4,soil,12/7/2015,NA
25d5,soil,12/7/2015,NA
25d6,soil,12/7/2015,NA
25d7,soil,12/7/2015,NA
25d8,soil,12/7/2015,NA
25d9,soil,12/7/2015,2.5
25e1,soil,12/7/2015,NA
25e10,soil,12/7/2015,1.0
25e11,soil,12/7/2015,0.5
25e2,soil,12/7/2015,NA
25e3,soil,12/7/2015,0.0
25e4,soil,12/7/2015,NA
25e5,soil,12/7/2015,NA
25e6,soil,12/7/2015,NA
25e7,soil,12/7/2015,0.5
25e8,soil,12/7/2015,NA
25e9,soil,12/7/2015,0.5
25f1,soil,12/7/2015,NA
25f10,soil,12/7/2015,NA
25f11,soil,12/7/2015,NA
25f2,soil,12/7/2015,0.5
25f3,soil,12/7/2015,NA
25f4,soil,12/7/2015,0.5
25f5,soil,12/7/2015,NA
25f6,soil,12/7/2015,NA
25f7,soil,12/7/2015,NA
25f8,soil,12/7/2015,NA
25f9,soil,12/7/2015,NA
26a10,soil,12/7/2015,4.5
26a11,soil,12/7/2015,4.5
26a12,soil,12/7/2015,4.5
26a2,soil,12/7/2015,NA
26a3,soil,12/7/2015,1.5
26a4,soil,12/7/2015,NA
26a5,soil,12/7/2015,NA
26a6,soil,12/7/2015,NA
26a7,soil,12/7/2015,5.0
26a8,soil,12/7/2015,6.0
26a9,soil,12/7/2015,3.5
26b10,soil,12/7/2015,3.5
26b11,soil,12/7/2015,3.0
26b12,soil,12/7/2015,5.5
26b2,soil,12/7/2015,3.0
26b3,soil,12/7/2015,NA
26b4,soil,12/7/2015,3.0
26b5,soil,12/7/2015,3.0
26b6,soil,12/7/2015,0.5
26b7,soil,12/7/2015,2.0
26b8,soil,12/7/2015,4.5
26b9,soil,12/7/2015,4.0
26c10,soil,12/7/2015,1.5
26c11,soil,12/7/2015,2.0
26c2,soil,12/7/2015,4.0
26c3,soil,12/7/2015,NA
26c4,soil,12/7/2015,NA
26c5,soil,12/7/2015,0.5
26c6,soil,12/7/2015,NA
26c7,soil,12/7/2015,3.5
26c8,soil,12/7/2015,4.0
26c9,soil,12/7/2015,3.5
26d1,soil,12/7/2015,NA
26d10,soil,12/7/2015,5.0
26d11,soil,12/7/2015,3.5
26d2,soil,12/7/2015,5.0
26d3,soil,12/7/2015,1.0
26d4,soil,12/7/2015,NA
26d5,soil,12/7/2015,2.0
26d6,soil,12/7/2015,NA
26d7,soil,12/7/2015,2.0
26d8,soil,12/7/2015,2.5
26d9,soil,12/7/2015,4.5
26e1,soil,12/7/2015,NA
26e10,soil,12/7/2015,1.5
26e11,soil,12/7/2015,4.5
26e2,soil,12/7/2015,3.0
26e3,soil,12/7/2015,1.5
26e4,soil,12/7/2015,2.5
26e5,soil,12/7/2015,NA
26e6,soil,12/7/2015,1.0
26e7,soil,12/7/2015,5.5
26e8,soil,12/7/2015,3.0
26e9,soil,12/7/2015,4.0
26f1,soil,12/7/2015,1.5
26f10,soil,12/7/2015,1.5
26f11,soil,12/7/2015,1.0
26f2,soil,12/7/2015,3.0
26f3,soil,12/7/2015,NA
26f4,soil,12/7/2015,2.0
26f5,soil,12/7/2015,NA
26f6,soil,12/7/2015,NA
26f7,soil,12/7/2015,0.5
26f8,soil,12/7/2015,3.5
26f9,soil,12/7/2015,6.5
27a10,soil,12/7/2015,4.5
27a11,soil,12/7/2015,3.0
27a12,soil,12/7/2015,5.5
27a2,soil,12/7/2015,NA
27a3,soil,12/7/2015,NA
27a4,soil,12/7/2015,3.0
27a5,soil,12/7/2015,3.0
27a6,soil,12/7/2015,NA
27a7,soil,12/7/2015,NA
27a8,soil,12/7/2015,4.0
27a9,soil,12/7/2015,4.0
27b10,soil,12/7/2015,3.5
27b11,soil,12/7/2015,3.0
27b12,soil,12/7/2015,5.0
27b2,soil,12/7/2015,3.5
27b3,soil,12/7/2015,NA
27b4,soil,12/7/2015,1.5
27b5,soil,12/7/2015,NA
27b6,soil,12/7/2015,1.0
27b7,soil,12/7/2015,NA
27b8,soil,12/7/2015,NA
27b9,soil,12/7/2015,NA
27c10,soil,12/7/2015,3.0
27c11,soil,12/7/2015,2.5
27c2,soil,12/7/2015,4.0
27c3,soil,12/7/2015,NA
27c4,soil,12/7/2015,NA
27c5,soil,12/7/2015,NA
27c6,soil,12/7/2015,NA
27c7,soil,12/7/2015,2.5
27c8,soil,12/7/2015,NA
27c9,soil,12/7/2015,3.5
27d1,soil,12/7/2015,NA
27d10,soil,12/7/2015,4.5
27d11,soil,12/7/2015,4.5
27d2,soil,12/7/2015,3.0
27d3,soil,12/7/2015,2.0
27d4,soil,12/7/2015,NA
27d5,soil,12/7/2015,NA
27d6,soil,12/7/2015,3.0
27d7,soil,12/7/2015,NA
27d8,soil,12/7/2015,NA
27d9,soil,12/7/2015,2.0
27e1,soil,12/7/2015,NA
27e10,soil,12/7/2015,4.0
27e11,soil,12/7/2015,4.0
27e2,soil,12/7/2015,NA
27e3,soil,12/7/2015,NA
27e4,soil,12/7/2015,NA
27e5,soil,12/7/2015,NA
27e6,soil,12/7/2015,4.5
27e7,soil,12/7/2015,4.5
27e8,soil,12/7/2015,NA
27e9,soil,12/7/2015,4.5
27f1,soil,12/7/2015,2.0
27f10,soil,12/7/2015,2.0
27f11,soil,12/7/2015,NA
27f2,soil,12/7/2015,NA
27f3,soil,12/7/2015,NA
27f4,soil,12/7/2015,NA
27f5,soil,12/7/2015,NA
27f6,soil,12/7/2015,4.0
27f7,soil,12/7/2015,NA
27f8,soil,12/7/2015,3.5
27f9,soil,12/7/2015,5.0
28a10,soil,12/7/2015,4.5
28a11,soil,12/7/2015,3.5
28a12,soil,12/7/2015,NA
28a2,soil,12/7/2015,NA
28a3,soil,12/7/2015,NA
28a4,soil,12/7/2015,NA
28a5,soil,12/7/2015,2.5
28a6,soil,12/7/2015,NA
28a7,soil,12/7/2015,NA
28a8,soil,12/7/2015,3.5
28a9,soil,12/7/2015,2.5
28b10,soil,12/7/2015,3.5
28b11,soil,12/7/2015,4.0
28b12,soil,12/7/2015,4.5
28b2,soil,12/7/2015,3.0
28b3,soil,12/7/2015,NA
28b4,soil,12/7/2015,1.0
28b5,soil,12/7/2015,NA
28b6,soil,12/7/2015,NA
28b7,soil,12/7/2015,2.5
28b8,soil,12/7/2015,4.0
28b9,soil,12/7/2015,4.0
28c10,soil,12/7/2015,2.0
28c11,soil,12/7/2015,2.5
28c2,soil,12/7/2015,3.0
28c3,soil,12/7/2015,NA
28c4,soil,12/7/2015,NA
28c5,soil,12/7/2015,2.0
28c6,soil,12/7/2015,NA
28c7,soil,12/7/2015,4.5
28c8,soil,12/7/2015,4.0
28c9,soil,12/7/2015,2.0
28d1,soil,12/7/2015,NA
28d10,soil,12/7/2015,3.0
28d11,soil,12/7/2015,4.0
28d2,soil,12/7/2015,4.0
28d3,soil,12/7/2015,2.0
28d4,soil,12/7/2015,NA
28d5,soil,12/7/2015,1.5
28d6,soil,12/7/2015,3.5
28d7,soil,12/7/2015,5.5
28d8,soil,12/7/2015,4.0
28d9,soil,12/7/2015,2.0
28e1,soil,12/7/2015,NA
28e10,soil,12/7/2015,1.5
28e11,soil,12/7/2015,5.0
28e2,soil,12/7/2015,NA
28e3,soil,12/7/2015,NA
28e4,soil,12/7/2015,2.0
28e5,soil,12/7/2015,1.0
28e6,soil,12/7/2015,6.5
28e7,soil,12/7/2015,6.0
28e8,soil,12/7/2015,3.5
28e9,soil,12/7/2015,3.5
28f1,soil,12/7/2015,NA
28f10,soil,12/7/2015,NA
28f11,soil,12/7/2015,4.0
28f2,soil,12/7/2015,NA
28f3,soil,12/7/2015,0.0
28f4,soil,12/7/2015,NA
28f5,soil,12/7/2015,NA
28f6,soil,12/7/2015,NA
28f7,soil,12/7/2015,1.5
28f8,soil,12/7/2015,NA
28f9,soil,12/7/2015,3.0
29a10,soil,12/7/2015,NA
29a11,soil,12/7/2015,0.5
29a12,soil,12/7/2015,1.0
29a2,soil,12/7/2015,0.5
29a3,soil,12/7/2015,NA
29a4,soil,12/7/2015,0.5
29a5,soil,12/7/2015,NA
29a6,soil,12/7/2015,NA
29a7,soil,12/7/2015,NA
29a8,soil,12/7/2015,3.0
29a9,soil,12/7/2015,NA
29b10,soil,12/7/2015,NA
29b11,soil,12/7/2015,0.5
29b12,soil,12/7/2015,NA
29b2,soil,12/7/2015,0.5
29b3,soil,12/7/2015,NA
29b4,soil,12/7/2015,0.5
29b5,soil,12/7/2015,NA
29b6,soil,12/7/2015,NA
29b7,soil,12/7/2015,NA
29b8,soil,12/7/2015,NA
29b9,soil,12/7/2015,NA
29c10,soil,12/7/2015,0.5
29c11,soil,12/7/2015,0.5
29c2,soil,12/7/2015,0.5
29c3,soil,12/7/2015,0.5
29c4,soil,12/7/2015,0.5
29c5,soil,12/7/2015,NA
29c6,soil,12/7/2015,NA
29c7,soil,12/7/2015,1.0
29c8,soil,12/7/2015,NA
29c9,soil,12/7/2015,NA
29d10,soil,12/7/2015,0.5
29d11,soil,12/7/2015,1.0
29d2,soil,12/7/2015,NA
29d3,soil,12/7/2015,0.5
29d4,soil,12/7/2015,0.5
29d5,soil,12/7/2015,NA
29d6,soil,12/7/2015,NA
29d7,soil,12/7/2015,NA
29d8,soil,12/7/2015,NA
29d9,soil,12/7/2015,NA
29e1,soil,12/7/2015,0.5
29e10,soil,12/7/2015,1.0
29e11,soil,12/7/2015,1.0
29e2,soil,12/7/2015,NA
29e3,soil,12/7/2015,0.5
29e4,soil,12/7/2015,0.5
29e5,soil,12/7/2015,NA
29e6,soil,12/7/2015,NA
29e7,soil,12/7/2015,0.5
29e8,soil,12/7/2015,NA
29e9,soil,12/7/2015,NA
29f1,soil,12/7/2015,0.5
29f10,soil,12/7/2015,NA
29f11,soil,12/7/2015,1.0
29f2,soil,12/7/2015,NA
29f3,soil,12/7/2015,0.5
29f4,soil,12/7/2015,0.5
29f5,soil,12/7/2015,NA
29f6,soil,12/7/2015,NA
29f7,soil,12/7/2015,4.5
29f8,soil,12/7/2015,NA
29f9,soil,12/7/2015,0.5
2a5,soil,12/7/2015,0.5
2a6,soil,12/7/2015,1.0
2a7,soil,12/7/2015,5.0
2b5,soil,12/7/2015,NA
2b6,soil,12/7/2015,NA
2b7,soil,12/7/2015,2.0
2c4,soil,12/7/2015,NA
2c5,soil,12/7/2015,3.0
2c6,soil,12/7/2015,4.0
2c7,soil,12/7/2015,2.0
2d4,soil,12/7/2015,NA
2d5,soil,12/7/2015,NA
2d6,soil,12/7/2015,2.0
2d7,soil,12/7/2015,2.5
2e4,soil,12/7/2015,1.5
2e5,soil,12/7/2015,4.0
2e6,soil,12/7/2015,4.0
2f4,soil,12/7/2015,1.0
2f5,soil,12/7/2015,0.5
2f6,soil,12/7/2015,4.0
30a10,soil,12/7/2015,NA
30a11,soil,12/7/2015,1.0
30a12,soil,12/7/2015,1.0
30a2,soil,12/7/2015,0.5
30a3,soil,12/7/2015,0.5
30a4,soil,12/7/2015,0.0
30a5,soil,12/7/2015,NA
30a6,soil,12/7/2015,NA
30a7,soil,12/7/2015,NA
30a8,soil,12/7/2015,7.0
30a9,soil,12/7/2015,NA
30b10,soil,12/7/2015,1.5
30b11,soil,12/7/2015,1.0
30b12,soil,12/7/2015,1.0
30b2,soil,12/7/2015,0.5
30b3,soil,12/7/2015,0.5
30b4,soil,12/7/2015,0.5
30b5,soil,12/7/2015,NA
30b6,soil,12/7/2015,NA
30b7,soil,12/7/2015,NA
30b8,soil,12/7/2015,NA
30b9,soil,12/7/2015,NA
30c10,soil,12/7/2015,1.5
30c11,soil,12/7/2015,1.0
30c2,soil,12/7/2015,0.5
30c3,soil,12/7/2015,0.5
30c4,soil,12/7/2015,1.0
30c5,soil,12/7/2015,NA
30c6,soil,12/7/2015,1.5
30c7,soil,12/7/2015,NA
30c8,soil,12/7/2015,NA
30c9,soil,12/7/2015,NA
30d10,soil,12/7/2015,1.5
30d11,soil,12/7/2015,1.5
30d2,soil,12/7/2015,NA
30d3,soil,12/7/2015,0.5
30d4,soil,12/7/2015,2.0
30d5,soil,12/7/2015,NA
30d6,soil,12/7/2015,NA
30d7,soil,12/7/2015,7.0
30d8,soil,12/7/2015,NA
30d9,soil,12/7/2015,NA
30e1,soil,12/7/2015,0.5
30e10,soil,12/7/2015,1.5
30e11,soil,12/7/2015,1.5
30e2,soil,12/7/2015,0.5
30e3,soil,12/7/2015,0.5
30e4,soil,12/7/2015,1.0
30e5,soil,12/7/2015,NA
30e6,soil,12/7/2015,NA
30e7,soil,12/7/2015,6.5
30e8,soil,12/7/2015,NA
30e9,soil,12/7/2015,NA
30f1,soil,12/7/2015,0.5
30f10,soil,12/7/2015,0.5
30f11,soil,12/7/2015,1.5
30f2,soil,12/7/2015,0.5
30f3,soil,12/7/2015,0.5
30f4,soil,12/7/2015,0.5
30f5,soil,12/7/2015,NA
30f6,soil,12/7/2015,1.5
30f7,soil,12/7/2015,4.0
30f8,soil,12/7/2015,NA
30f9,soil,12/7/2015,NA
31a10,soil,12/7/2015,1.0
31a11,soil,12/7/2015,1.0
31a12,soil,12/7/2015,2.0
31a2,soil,12/7/2015,0.5
31a3,soil,12/7/2015,0.5
31a4,soil,12/7/2015,0.5
31a5,soil,12/7/2015,1.0
31a6,soil,12/7/2015,NA
31a7,soil,12/7/2015,NA
31a8,soil,12/7/2015,7.5
31a9,soil,12/7/2015,NA
31b10,soil,12/7/2015,1.5
31b11,soil,12/7/2015,1.5
31b12,soil,12/7/2015,1.5
31b2,soil,12/7/2015,0.5
31b3,soil,12/7/2015,0.5
31b4,soil,12/7/2015,0.5
31b5,soil,12/7/2015,NA
31b6,soil,12/7/2015,1.0
31b7,soil,12/7/2015,NA
31b8,soil,12/7/2015,0.5
31b9,soil,12/7/2015,NA
31c10,soil,12/7/2015,2.0
31c11,soil,12/7/2015,2.0
31c2,soil,12/7/2015,0.5
31c3,soil,12/7/2015,1.0
31c4,soil,12/7/2015,1.0
31c5,soil,12/7/2015,NA
31c6,soil,12/7/2015,NA
31c7,soil,12/7/2015,NA
31c8,soil,12/7/2015,NA
31c9,soil,12/7/2015,NA
31d10,soil,12/7/2015,2.0
31d11,soil,12/7/2015,2.0
31d2,soil,12/7/2015,1.0
31d3,soil,12/7/2015,1.0
31d4,soil,12/7/2015,1.0
31d5,soil,12/7/2015,NA
31d6,soil,12/7/2015,NA
31d7,soil,12/7/2015,7.5
31d8,soil,12/7/2015,NA
31d9,soil,12/7/2015,NA
31e1,soil,12/7/2015,1.0
31e10,soil,12/7/2015,2.0
31e11,soil,12/7/2015,3.5
31e2,soil,12/7/2015,1.0
31e3,soil,12/7/2015,1.0
31e4,soil,12/7/2015,1.5
31e5,soil,12/7/2015,NA
31e6,soil,12/7/2015,NA
31e7,soil,12/7/2015,7.0
31e8,soil,12/7/2015,NA
31e9,soil,12/7/2015,0.5
31f1,soil,12/7/2015,1.0
31f10,soil,12/7/2015,2.0
31f11,soil,12/7/2015,1.5
31f2,soil,12/7/2015,1.0
31f3,soil,12/7/2015,1.0
31f4,soil,12/7/2015,1.5
31f5,soil,12/7/2015,NA
31f6,soil,12/7/2015,NA
31f7,soil,12/7/2015,7.0
31f8,soil,12/7/2015,NA
31f9,soil,12/7/2015,2.0
32a10,soil,12/7/2015,NA
32a11,soil,12/7/2015,1.0
32a12,soil,12/7/2015,3.0
32a2,soil,12/7/2015,1.0
32a3,soil,12/7/2015,NA
32a4,soil,12/7/2015,1.0
32a5,soil,12/7/2015,NA
32a6,soil,12/7/2015,NA
32a7,soil,12/7/2015,NA
32a8,soil,12/7/2015,6.0
32a9,soil,12/7/2015,NA
32b10,soil,12/7/2015,1.0
32b11,soil,12/7/2015,1.5
32b12,soil,12/7/2015,2.0
32b2,soil,12/7/2015,0.5
32b3,soil,12/7/2015,0.5
32b4,soil,12/7/2015,1.0
32b5,soil,12/7/2015,NA
32b6,soil,12/7/2015,NA
32b7,soil,12/7/2015,NA
32b8,soil,12/7/2015,NA
32b9,soil,12/7/2015,NA
32c10,soil,12/7/2015,1.5
32c11,soil,12/7/2015,1.0
32c2,soil,12/7/2015,1.0
32c3,soil,12/7/2015,1.0
32c4,soil,12/7/2015,1.5
32c5,soil,12/7/2015,NA
32c6,soil,12/7/2015,NA
32c7,soil,12/7/2015,NA
32c8,soil,12/7/2015,NA
32c9,soil,12/7/2015,NA
32d10,soil,12/7/2015,1.5
32d11,soil,12/7/2015,1.0
32d2,soil,12/7/2015,2.5
32d3,soil,12/7/2015,0.5
32d4,soil,12/7/2015,1.5
32d5,soil,12/7/2015,NA
32d6,soil,12/7/2015,NA
32d7,soil,12/7/2015,7.5
32d8,soil,12/7/2015,NA
32d9,soil,12/7/2015,NA
32e1,soil,12/7/2015,1.0
32e10,soil,12/7/2015,NA
32e11,soil,12/7/2015,11.0
32e2,soil,12/7/2015,0.5
32e3,soil,12/7/2015,1.0
32e4,soil,12/7/2015,1.0
32e5,soil,12/7/2015,NA
32e6,soil,12/7/2015,NA
32e7,soil,12/7/2015,9.5
32e8,soil,12/7/2015,NA
32e9,soil,12/7/2015,NA
32f1,soil,12/7/2015,1.0
32f10,soil,12/7/2015,2.0
32f11,soil,12/7/2015,2.5
32f2,soil,12/7/2015,0.5
32f3,soil,12/7/2015,0.5
32f4,soil,12/7/2015,0.5
32f5,soil,12/7/2015,NA
32f6,soil,12/7/2015,NA
32f7,soil,12/7/2015,NA
32f8,soil,12/7/2015,NA
32f9,soil,12/7/2015,NA
3a5,soil,12/7/2015,NA
3a6,soil,12/7/2015,5.5
3a7,soil,12/7/2015,NA
3b5,soil,12/7/2015,NA
3b6,soil,12/7/2015,5.0
3b7,soil,12/7/2015,NA
3c4,soil,12/7/2015,1.5
3c5,soil,12/7/2015,4.0
3c6,soil,12/7/2015,5.5
3c7,soil,12/7/2015,NA
3d4,soil,12/7/2015,NA
3d5,soil,12/7/2015,NA
3d6,soil,12/7/2015,6.0
3d7,soil,12/7/2015,5.0
3e4,soil,12/7/2015,1.5
3e5,soil,12/7/2015,NA
3e6,soil,12/7/2015,4.0
3f4,soil,12/7/2015,2.0
3f5,soil,12/7/2015,4.5
3f6,soil,12/7/2015,NA
4a5,soil,12/7/2015,NA
4a6,soil,12/7/2015,NA
4a7,soil,12/7/2015,NA
4b5,soil,12/7/2015,NA
4b6,soil,12/7/2015,6.0
4b7,soil,12/7/2015,NA
4c4,soil,12/7/2015,NA
4c5,soil,12/7/2015,NA
4c6,soil,12/7/2015,5.5
4c7,soil,12/7/2015,3.5
4d4,soil,12/7/2015,NA
4d5,soil,12/7/2015,4.5
4d6,soil,12/7/2015,NA
4d7,soil,12/7/2015,NA
4e4,soil,12/7/2015,4.5
4e5,soil,12/7/2015,5.5
4e6,soil,12/7/2015,3.0
4f4,soil,12/7/2015,NA
4f5,soil,12/7/2015,5.0
4f6,soil,12/7/2015,1.0
5a10,soil,12/7/2015,NA
5a11,soil,12/7/2015,NA
5a12,soil,12/7/2015,3.5
5a3,soil,12/7/2015,NA
5a4,soil,12/7/2015,NA
5a5,soil,12/7/2015,1.5
5a6,soil,12/7/2015,NA
5a8,soil,12/7/2015,2.0
5a9,soil,12/7/2015,1.0
5b10,soil,12/7/2015,NA
5b11,soil,12/7/2015,NA
5b12,soil,12/7/2015,4.0
5b3,soil,12/7/2015,1.5
5b4,soil,12/7/2015,0.5
5b5,soil,12/7/2015,1.5
5b6,soil,12/7/2015,2.0
5b8,soil,12/7/2015,2.5
5b9,soil,12/7/2015,1.0
5c10,soil,12/7/2015,1.0
5c11,soil,12/7/2015,1.0
5c12,soil,12/7/2015,3.0
5c3,soil,12/7/2015,1.0
5c4,soil,12/7/2015,1.5
5c5,soil,12/7/2015,1.0
5c8,soil,12/7/2015,1.0
5c9,soil,12/7/2015,NA
5d10,soil,12/7/2015,1.0
5d11,soil,12/7/2015,1.0
5d3,soil,12/7/2015,1.0
5d4,soil,12/7/2015,NA
5d5,soil,12/7/2015,1.5
5d8,soil,12/7/2015,1.5
5d9,soil,12/7/2015,NA
5e10,soil,12/7/2015,1.0
5e11,soil,12/7/2015,1.0
5e3,soil,12/7/2015,NA
5e4,soil,12/7/2015,1.0
5e5,soil,12/7/2015,NA
5e7,soil,12/7/2015,0.0
5e8,soil,12/7/2015,NA
5e9,soil,12/7/2015,NA
5f10,soil,12/7/2015,1.0
5f11,soil,12/7/2015,0.5
5f3,soil,12/7/2015,NA
5f4,soil,12/7/2015,NA
5f5,soil,12/7/2015,NA
5f7,soil,12/7/2015,1.0
5f8,soil,12/7/2015,1.0
5f9,soil,12/7/2015,NA
6a10,soil,12/7/2015,NA
6a11,soil,12/7/2015,NA
6a12,soil,12/7/2015,1.0
6a3,soil,12/7/2015,2.0
6a4,soil,12/7/2015,NA
6a5,soil,12/7/2015,NA
6a6,soil,12/7/2015,NA
6a8,soil,12/7/2015,NA
6a9,soil,12/7/2015,NA
6b10,soil,12/7/2015,1.0
6b11,soil,12/7/2015,0.5
6b12,soil,12/7/2015,6.0
6b3,soil,12/7/2015,4.0
6b4,soil,12/7/2015,2.5
6b5,soil,12/7/2015,4.0
6b6,soil,12/7/2015,NA
6b8,soil,12/7/2015,5.0
6b9,soil,12/7/2015,1.5
6c10,soil,12/7/2015,1.0
6c11,soil,12/7/2015,NA
6c12,soil,12/7/2015,4.0
6c3,soil,12/7/2015,NA
6c4,soil,12/7/2015,NA
6c5,soil,12/7/2015,5.0
6c8,soil,12/7/2015,5.0
6c9,soil,12/7/2015,NA
6d10,soil,12/7/2015,1.5
6d11,soil,12/7/2015,NA
6d3,soil,12/7/2015,2.5
6d4,soil,12/7/2015,3.0
6d5,soil,12/7/2015,3.0
6d8,soil,12/7/2015,NA
6d9,soil,12/7/2015,NA
6e10,soil,12/7/2015,1.0
6e11,soil,12/7/2015,NA
6e3,soil,12/7/2015,2.5
6e4,soil,12/7/2015,NA
6e5,soil,12/7/2015,NA
6e7,soil,12/7/2015,NA
6e8,soil,12/7/2015,2.0
6e9,soil,12/7/2015,NA
6f10,soil,12/7/2015,1.0
6f11,soil,12/7/2015,2.0
6f3,soil,12/7/2015,NA
6f4,soil,12/7/2015,0.5
6f5,soil,12/7/2015,2.0
6f7,soil,12/7/2015,NA
6f8,soil,12/7/2015,NA
6f9,soil,12/7/2015,NA
7a10,soil,12/7/2015,NA
7a11,soil,12/7/2015,1.0
7a12,soil,12/7/2015,4.0
7a3,soil,12/7/2015,3.0
7a4,soil,12/7/2015,NA
7a5,soil,12/7/2015,6.0
7a6,soil,12/7/2015,NA
7a8,soil,12/7/2015,6.0
7a9,soil,12/7/2015,3.0
7b10,soil,12/7/2015,1.5
7b11,soil,12/7/2015,NA
7b12,soil,12/7/2015,6.0
7b3,soil,12/7/2015,3.0
7b4,soil,12/7/2015,4.5
7b5,soil,12/7/2015,5.5
7b6,soil,12/7/2015,NA
7b8,soil,12/7/2015,NA
7b9,soil,12/7/2015,3.0
7c10,soil,12/7/2015,1.5
7c11,soil,12/7/2015,NA
7c12,soil,12/7/2015,NA
7c3,soil,12/7/2015,NA
7c4,soil,12/7/2015,4.0
7c5,soil,12/7/2015,6.5
7c8,soil,12/7/2015,7.0
7c9,soil,12/7/2015,NA
7d10,soil,12/7/2015,1.5
7d11,soil,12/7/2015,1.0
7d3,soil,12/7/2015,NA
7d4,soil,12/7/2015,5.0
7d5,soil,12/7/2015,NA
7d8,soil,12/7/2015,2.5
7d9,soil,12/7/2015,NA
