"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1952/1953",1953,1916,1779,117.094444223055,4.30915089178268
"1953/1954",1954,2348,2231.5,127.489982191262,4.03450467150641
"1954/1955",1955,2206,2086,128.029320839189,4.31936315570536
"1955/1956",1956,2224,1949.5,117.223076798422,3.26499997172505
"1956/1957",1957,2484,2386.5,134.564277954106,5.34535369881042
"1957/1958",1958,2686,2214,130.814223276051,3.88905656154988
"1958/1959",1959,2493,2065,129.749485297917,5.20964615467391
"1959/1960",1960,2526,2350,129.526685756447,4.77352106476754
"1960/1961",1961,2018,2039.5,121.986706262401,6.19683952883483
"1961/1962",1962,2107,1673.5,108.835769325111,4.50495277419862
"1962/1963",1963,1773,1855.5,112.696708912267,1.93089622795968
"1963/1964",1964,2395,2209,118.83326891805,3.96415488567518
"1964/1965",1965,2417,2153,125.199791648766,3.65924524593185
"1965/1966",1966,2267,1964.5,121.595511996164,5.48169803538553
"1966/1967",1967,2589,2208.5,121.729203861405,5.38358483003136
"1967/1968",1968,2126,1773.5,115.738416419717,5.46516424179637
"1968/1969",1969,2013,1775.5,112.727373809484,4.10165089642067
"1969/1970",1970,2283,1975,121.183353360969,3.2875471410324
"1970/1971",1971,2337,2153,124.981081747471,3.92198108911585
"1971/1972",1972,2551,2445,133.797555180772,5.88978864545081
"1972/1973",1973,2585,2067.5,128.756031452,3.47882072166276
"1973/1974",1974,3458,3057.5,145.040403505903,5.87610840392826
"1974/1975",1975,3053,2685,138.95077445902,5.56629709009837
"1975/1976",1976,2422,2290,122.814197035358,4.7669482949614
"1976/1977",1977,2417,2333,128.303621210628,5.64183954124005
"1977/1978",1978,2520,2421.5,131.180229082516,5.36101407581888
"1978/1979",1979,2796,2396.5,132.141043518221,4.54568390536368
"1979/1980",1980,2672,2348.5,130.147867610646,5.29690133475922
"1980/1981",1981,1962,1870,119.457203035877,4.83448106871988
"1981/1982",1982,2521,2470,132.234175641808,4.38839617303028
"1982/1983",1983,2233,2270,127.545828613349,6.45356122120986
"1983/1984",1984,2502,2217.5,129.937964639066,4.46298116560536
"1984/1985",1985,2230,2096,118.301805421974,4.40231126705887
"1985/1986",1986,2253,2107,121.476406104503,4.48127352944487
"1986/1987",1987,2236,2255.5,124.234815278731,4.60285371540659
"1987/1988",1988,2764,2417.5,133.702817220865,6.05873230364646
"1988/1989",1989,2312,2456,131.679515690415,6.79573102488253
"1989/1990",1990,2439,2472,128.800426171611,6.80525932655635
"1990/1991",1991,2384,2178,126.060056871005,5.44075464007427
"1991/1992",1992,2763,2687,138.256025269197,5.03025814823089
"1992/1993",1993,2338,2277.5,125.243052734333,5.57063671264288
"1993/1994",1994,2590,2866.5,139.078738001493,6.29271216820135
"1994/1995",1995,2325,2110.5,118.476504810676,6.58601404843799
"1995/1996",1996,1955,1701,115.482195570877,4.31582154448149
"1996/1997",1997,2682,2540.5,135.220950834708,5.27311313438739
"1997/1998",1998,2164,2346,125.413027040207,6.61990555711442
"1998/1999",1999,2377,2352.5,132.275655797134,5.58728765566693
"1999/2000",2000,2522,2571.5,133.006023669119,6.12075108160295
"2000/2001",2001,2271,2181.5,122.254931782668,7.25245271278721
"2001/2002",2002,2461,2882.5,135.956679617675,6.21820745288553
"2002/2003",2003,2427,2217.5,129.547387773005,5.64799520147982
"2003/2004",2004,2172,1905,120.244738904853,5.28408443363724
"2004/2005",2005,1941,1898.5,115.727466486935,5.23283011641986
"2005/2006",2006,1916,1847,119.248074778639,4.14941032931543
"2006/2007",2007,2731,2645.5,130.921411104714,8.53561306146483
"2007/2008",2008,2631,2657.5,138.620480210891,5.43112668387172
"2008/2009",2009,2377,2175,123.762548040912,5.65665086166371
"2009/2010",2010,1975,1966.5,114.471051095848,5.24099049359595
"2010/2011",2011,2476,2237.5,128.277979778507,5.68900935150648
"2011/2012",2012,2539,2576.5,130.603942188654,5.67044592734881
"2012/2013",2013,2287,2125,124.034868172562,5.02747634742497
"1950/1951",1951,2857,2661,140.458201589823,4.56399994269013
"1951/1952",1952,2200,1981,121.408671975567,4.82612669739452
"1952/1953",1953,2148,1881.5,117.61052289585,4.30915089178268
"1953/1954",1954,2342,2400,130.40790417214,4.03450467150641
"1954/1955",1955,2284,2290,133.242480190494,4.31936315570536
"1955/1956",1956,2314,2170,118.250310897097,3.26499997172505
"1956/1957",1957,2479,2566.5,135.391094837578,5.34535369881042
"1957/1958",1958,2753,2544,134.564787041429,3.88905656154988
