"Season","End_year","Chilling_Hours","Utah_Model","Chill_portions","mntemp"
"1951/1952",1952,2295,1726.5,108.178762331459,3.43896708163507
"1952/1953",1953,2178,2020,115.732060477025,2.32997638536705
"1953/1954",1954,2549,2190,125.980244357086,2.34325468695705
"1954/1955",1955,2103,1897.5,121.541768615281,2.10544808849886
"1955/1956",1956,2283,1930.5,112.913232615818,0.998661971860893
"1956/1957",1957,2594,2417,128.432584605897,3.5280895661343
"1957/1958",1958,2680,2219.5,127.823686559765,2.19155657714022
"1958/1959",1959,2688,2231,129.733636026392,4.14797162775056
"1959/1960",1960,2598,2424,126.732024683138,3.11791075078307
"1960/1961",1961,2309,2220.5,118.727963923235,4.58457539157661
"1961/1962",1962,2249,1588.5,107.605897114124,2.79339618632957
"1962/1963",1963,1676,1869,105.689021354882,0.397075485174527
"1963/1964",1964,2447,2045.5,110.365229076332,1.88638495671357
"1964/1965",1965,2422,1931.5,115.921381080238,2.13280657845338
"1965/1966",1966,2272,2103.5,120.05068623754,3.58521220636695
"1966/1967",1967,2674,2257.5,124.850155993421,3.45554239794454
"1967/1968",1968,2048,1670,108.895138980504,3.14356802720489
"1968/1969",1969,1969,1728.5,104.497924665486,1.84997639609589
"1969/1970",1970,2189,1980.5,112.312829388555,1.30865565347837
"1970/1971",1971,2713,2228.5,125.787649625021,2.69950467899424
"1971/1972",1972,2688,2329,122.018238777137,3.310868492949
"1972/1973",1973,2530,1862.5,116.068849635098,2.05382073116225
"1973/1974",1974,3468,2813,142.403316801214,3.61561314908366
"1974/1975",1975,3198,2521,136.540850804238,3.55476409383997
"1975/1976",1976,2517,2122,114.577170428852,2.35650231709765
"1976/1977",1977,2465,2332,125.95967357551,3.29469334493602
"1977/1978",1978,2571,2215,121.448099308402,3.1473348576637
"1978/1979",1979,2578,2160.5,122.034322578267,1.92358488501665
"1979/1980",1980,2626,2158.5,124.644493435938,2.9073943235636
"1980/1981",1981,1827,1753.5,108.712439841939,2.44283015642948
"1981/1982",1982,2623,2452.5,127.498368393726,2.06554242901346
"1982/1983",1983,2318,2259.5,124.002366495729,4.06160370515273
"1983/1984",1984,2435,1964,120.801025957403,2.31565724758807
"1984/1985",1985,2157,1868,111.355935001331,2.05523582547024
"1985/1986",1986,2407,2118,119.126211957522,2.09287733406285
"1986/1987",1987,2220,2094,113.388762967225,1.93115563956441
"1987/1988",1988,2760,2354,129.565013108762,3.64584501128329
"1988/1989",1989,2514,2472.5,132.399817032142,4.40139143340694
"1989/1990",1990,2713,2526,129.570549043412,4.6390329375292
"1990/1991",1991,2521,2228,126.264241434038,3.41808956859299
"1991/1992",1992,3135,2555,133.459014314354,3.43389665921319
"1992/1993",1993,2345,2161.5,123.462845321472,3.32516504236813
"1993/1994",1994,2916,2936,143.1025871921,3.64775937478023
"1994/1995",1995,2172,2042.5,114.189912740518,4.33278294437442
"1995/1996",1996,1843,1620,104.399452164063,1.90873237405445
"1996/1997",1997,2821,2391,128.497842049758,3.01698108699243
"1997/1998",1998,2368,2571,129.964321886152,4.26735841753488
"1998/1999",1999,2708,2396.5,129.087105875695,3.33608485344481
"1999/2000",2000,2732,2657,130.764091531122,4.1100938271976
"2000/2001",2001,2467,2189,123.613811082757,4.42641501775328
"2001/2002",2002,2718,2957,140.971041912341,4.31790086923536
"2002/2003",2003,2550,2237,127.024417080673,3.28073108109716
"2003/2004",2004,2264,2081.5,124.089171621119,3.33577459567869
"2004/2005",2005,2133,1918.5,113.347086450924,3.31365560866312
"2005/2006",2006,2118,2063,119.48722880718,2.50018864571345
"2006/2007",2007,3031,2747,133.046086409398,6.44365553870217
"2007/2008",2008,2793,2698,140.375548818206,3.90896707112975
"2008/2009",2009,2427,2160.5,120.70065647592,3.38110843734412
"2009/2010",2010,1938,1772.5,107.127142904552,2.67900939643348
"2010/2011",2011,2534,2338,128.220065366021,3.07358485931214
"2011/2012",2012,2797,2521,127.45816223043,3.81138491368647
"2012/2013",2013,2394,2053.5,120.541270764385,2.69832543373758
